,App ID,Name,Genre,Categories,Owners,Positive Reviews,Negative Reviews,Price,Initial Price,Discount,CCU
50965,865170,Heavenly Duels,"Casual, Indie, Strategy, Early Access","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Online PvP, PvP",10000.0,4,0,1999,1999,0,0
50966,865180,Reformers Intl Ver(变革者国际版),RPG,"Multi-player, Single-player, Co-op, MMO, Steam Achievements, Steam Cloud, Full controller support, Online Co-op",75000.0,52,12,199,199,0,0
50968,865200,"DiveReal (inactive, stopped)","Casual, Massively Multiplayer, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, MMO, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",10000.0,8,5,0,0,0,0
50970,865250,Phase Shift,"Casual, Indie, Simulation, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,81,33,0,0,0,1
50974,865360,We Were Here Together,"Adventure, Casual, Indie","Multi-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Trading Cards, Online Co-op",350000.0,8592,1463,1299,1299,0,119
50981,865720,Torn Tales: Rebound Edition,"Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,5,7,1499,1499,0,0
50985,865800,Octo Gravity,"Casual, Indie","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,8,1,99,99,0,0
50986,865810,Waifu Fight Dango Style,"Action, Casual, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,0,0,974,1499,35,0
50993,865930,BQM - BlockQuest Maker-,"Action, Casual, Indie, RPG, Simulation","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,122,27,999,999,0,1
50994,865940,SNK 40th ANNIVERSARY COLLECTION,Action,"Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",35000.0,143,34,2999,2999,0,1
50995,865980,BOSSGARD,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,148,109,1999,1999,0,0
50998,866080,FlyWarzz,"Action, Indie, Racing, Simulation","Multi-player, Co-op, Stats, Partial Controller Support, Steam Achievements, Steam Leaderboards, Online PvP, Online Co-op, PvP",10000.0,5,0,599,599,0,0
50999,866100,HarmonyTD,"Indie, Strategy, Early Access","Multi-player, Single-player, Steam Achievements, Online PvP, PvP",10000.0,6,2,499,499,0,0
51001,866140,Arise: A Simple Story,"Adventure, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Steam Trading Cards, Shared/Split Screen Co-op, Remote Play Together",35000.0,541,32,1999,1999,0,16
51003,866170,Deep Space Banana,"Casual, Free to Play, Strategy","Multi-player, Single-player, In-App Purchases, Online PvP, PvP",10000.0,6,14,0,0,0,0
51013,866420,TANKS,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Includes level editor, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,89,4,0,0,0,4
51014,866430,AS+CEND,"Action, Indie, Early Access","Multi-player, Single-player, Online PvP, PvP",10000.0,0,0,499,499,0,0
51018,866510,!AnyWay!,"Adventure, Casual, Indie","Multi-player, Single-player, Stats, Includes level editor, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Steam Trading Cards, In-App Purchases, Steam Workshop",75000.0,274,119,199,199,0,20
51027,866770,Spaceteam VR,"Action, Casual, Indie","Multi-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Cross-Platform Multiplayer, Online Co-op, Shared/Split Screen Co-op",10000.0,10,5,1299,1299,0,0
51041,867210,Songs of Conquest,"Adventure, Strategy, Early Access","Multi-player, Single-player, Includes level editor, Steam Cloud, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",150000.0,3471,497,2999,2999,0,173
51045,867390,Chase,"Action, Casual","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,17,5,0,0,0,0
51046,867400,Out of Reach: Treasure Royale,"Action, Massively Multiplayer","Multi-player, Co-op, Steam Achievements, Online PvP, Online Co-op, PvP",10000.0,264,180,1499,1499,0,1
51047,867420,Andor - Wrecking Dawn,"Casual, Free to Play, Indie, Strategy","Multi-player, Steam Achievements, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,73,28,0,0,0,0
51049,867470,Albedon Wars,"Indie, RPG, Strategy, Early Access","Multi-player, Single-player, Online PvP, PvP",10000.0,6,1,2499,2499,0,0
51053,867530,Party Poopers,"Action, Casual, Indie","Multi-player, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,2,2,399,399,0,0
51060,867640,Office Race,"Indie, Racing","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Remote Play Together",10000.0,10,3,599,599,0,0
51066,867790,Aeroplanoui,"Action, Indie, Simulation","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Steam Leaderboards, Online Co-op",10000.0,6,1,299,299,0,0
51071,867980,Raiders Of The Lost Island,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Steam Leaderboards, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,46,3,1299,1299,0,1
51075,868040,Stick Spartans,"Action, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,5,5,1099,1099,0,0
51078,868080,Golf Galore,"Casual, Indie, Sports, Early Access","Multi-player, Single-player, Steam Achievements, Cross-Platform Multiplayer, Online PvP, PvP",75000.0,248,61,99,99,0,0
51079,868090,Battle Summoners VR Basic,"Action, Free to Play, Indie, Simulation, Strategy","Multi-player, Single-player, Stats, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,33,11,0,0,0,0
51080,868100,小游戏世界(中国版),"Action, Casual, Massively Multiplayer","Multi-player, Online PvP, PvP",35000.0,17,27,0,0,0,0
51082,868150,Takelings House Party,"Casual, Indie, Early Access","Multi-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,214,68,1999,1999,0,5
51083,868180,Salty Seabird Bay,Casual,"Multi-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,4,0,599,599,0,0
51090,868270,The Cycle,"Action, Free to Play, Massively Multiplayer","Multi-player, Co-op, In-App Purchases, Online PvP, Online Co-op, PvP",3500000.0,20997,13667,0,0,0,3714
51099,868430,Brathian,Indie,"Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,3,0,199,199,0,0
51112,868660,Soccer Battle Royale,"Action, Casual, Indie, Sports","Multi-player, Single-player, Steam Achievements, Online PvP, PvP",10000.0,13,2,299,299,0,0
51114,868730,Chessers,"Casual, Strategy, Early Access","Multi-player, Single-player, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Shared/Split Screen PvP, PvP",10000.0,3,0,299,299,0,0
51117,868810,EggFight,"Action, Casual, Indie, Early Access","Multi-player, Online PvP",10000.0,9,5,0,0,0,0
51122,868920,Pylow,"Action, Indie","Multi-player, Online PvP, PvP",10000.0,27,27,0,0,0,0
51129,869030,Brotherhood United,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,11,3,799,799,0,0
51135,869130,World of Zombies,"Action, Adventure, Indie, Massively Multiplayer, Early Access","Multi-player, Single-player, Online PvP, PvP",10000.0,12,16,1099,1099,0,0
51143,869420,Jailbreak Lockdown,"Action, Indie","Multi-player, Online PvP, PvP",10000.0,1,2,299,299,0,0
51156,869690,Cat Lady - The Card Game,"Casual, Strategy","Multi-player, Single-player, Steam Achievements, Steam Leaderboards, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,184,11,199,399,50,2
51157,869750,Super Chicken Catchers,"Action, Indie, Sports","Multi-player, Co-op, Shared/Split Screen, Full controller support, In-App Purchases, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,19,8,1799,1799,0,0
51164,869910,Amaze Bowl,"Sports, Early Access","Multi-player, Single-player, Stats, Cross-Platform Multiplayer, Online PvP, PvP",10000.0,8,0,99,99,0,0
51171,870100,乌鸦 - Crows,Indie,"Multi-player, Co-op, Partial Controller Support, Steam Achievements, Online PvP, Online Co-op, PvP",10000.0,19,32,499,499,0,0
51175,870150,Jumponaut,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,1,0,99,99,0,0
51180,870260,Forward Line,Strategy,"Multi-player, Single-player, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,13,0,699,699,0,0
51182,870390,Moonshine Maniacs - A Wild West Saga,"Action, Adventure, Casual, Indie","Multi-player, Stats, Online PvP, PvP",10000.0,34,13,0,0,0,0
51189,870580,ZOOMnBOOM,"Action, Indie, Racing","Multi-player, Single-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,4,4,99,99,0,0
51193,870690,Galaxy Trucker: Extended Edition,"Indie, Strategy","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,149,12,999,999,0,5
51201,870940,Brainstorm Party,"Casual, Indie, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,0,1,199,199,0,0
51203,871100,Animyst,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG","Multi-player, Co-op, MMO, In-App Purchases, Online PvP, Online Co-op, PvP",75000.0,114,28,0,0,0,1
51208,871200,FIGHTING EX LAYER,Action,"Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Cloud, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,475,94,3999,3999,0,2
51218,871390,Rock n' Rush: Battle Racing,"Action, Casual, Indie, Racing","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,10,2,99,99,0,0
51219,871400,Cinnamon fight,"Action, Casual, Indie, Massively Multiplayer, Sports, Strategy","Multi-player, Steam Achievements, Online PvP, PvP",10000.0,0,2,599,599,0,0
51225,871580,SUPER BALL WRESTLE YES,"Casual, Indie","Multi-player, Single-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,4,0,99,99,0,0
51229,871670,TrapLand,"Adventure, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,0,4,199,199,0,0
51234,871860,Allergenium,"Action, Adventure, Simulation, Early Access","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Online PvP, Online Co-op, PvP",10000.0,2,1,799,799,0,0
51237,871930,GLADIABOTS - AI Combat Arena,"Indie, Simulation, Strategy","Multi-player, Single-player, Stats, Steam Achievements, Cross-Platform Multiplayer, Online PvP, PvP",150000.0,728,71,1499,1499,0,3
51238,871940,BrawlQuest,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG","Multi-player, Co-op, Captions available, Stats, MMO, Steam Achievements, Online PvP, Online Co-op, PvP",10000.0,57,21,0,0,0,0
51241,871990,BattleRush 2,"Action, Massively Multiplayer","Multi-player, Single-player, MMO, Steam Trading Cards",75000.0,417,213,1499,1499,0,0
51247,872220,Delta-G,"Action, Indie","Multi-player, Online PvP, PvP",10000.0,13,3,0,0,0,0
51257,872400,Capsella The Lights of Lucern,"Action, Adventure, RPG, Early Access","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,7,9,999,999,0,0
51259,872440,rumii,"Simulation, Education, Software Training","Multi-player, Co-op, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",10000.0,15,6,0,0,0,0
51264,872580,The Neon Boy,"Action, Adventure, Casual, Indie, Massively Multiplayer","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Full controller support, Online PvP, PvP",10000.0,33,4,299,299,0,0
51268,872670,SCP: Pandemic,"Action, Indie, Massively Multiplayer, Strategy, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Online Co-op, PvP",150000.0,1959,499,1999,1999,0,99
51275,872790,Football Manager 2019,"Simulation, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Trading Cards, Steam Workshop, Remote Play on Tablet",1500000.0,10725,1667,0,0,0,2063
51277,872820,Football Manager 2019 Touch,"Simulation, Sports","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Steam Workshop",75000.0,318,71,0,0,0,85
51279,872990,Stream Games,"Casual, Indie","Multi-player, Co-op, Steam Achievements, Online PvP, Online Co-op, PvP",10000.0,43,4,499,499,0,1
51280,873000,Stuck Together,"Action, Casual, Indie, Early Access","Multi-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,2,0,399,399,0,0
51282,873050,Crescent Hollow,"Action, RPG, Simulation, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,1,3,1499,1499,0,0
51285,873140,War of Gaia : Into the Fire,"Action, Adventure, Indie, RPG, Simulation, Early Access","Multi-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,0,1,999,999,0,0
51291,873220,SurvivalZ Battlegrounds,"Action, Indie, Simulation, Strategy","Multi-player, Single-player, Online PvP, PvP",35000.0,218,128,99,99,0,0
51298,873320,Life's Playground,"Casual, Indie, Simulation, Strategy","Multi-player, Single-player, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,6,8,49,99,51,0
51302,873470,Zero Sum Future,"Indie, Simulation, Strategy","Multi-player, Single-player, Online PvP, PvP",10000.0,6,1,999,999,0,0
51305,873530,Trapper,"Action, Indie","Multi-player, Single-player, Partial Controller Support, Online PvP, PvP",10000.0,0,1,0,0,0,0
51309,873720,Pac Adventures 3D,"Action, Casual, Indie, Sports","Multi-player, Single-player, Co-op, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,4,2,499,499,0,0
51313,873810,Cars Arena,"Action, Free to Play, Indie, Early Access","Multi-player, Online PvP, PvP",10000.0,10,9,0,0,0,0
51316,873840,Truck and Logistics Simulator,"Casual, Simulation, Strategy, Early Access","Multi-player, Single-player, Co-op, Cross-Platform Multiplayer, Full controller support, Online Co-op",75000.0,941,410,1999,1999,0,3
51318,873860,Pop Island - Let's Code !!!,"Action, Indie, Simulation, Education, Game Development","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,3,1,999,999,0,0
51322,873930,ALIENS INVADED OUR PLANET,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, In-App Purchases, Online PvP, Online Co-op, PvP",35000.0,46,29,99,99,0,0
51326,873980,Isle of Skye,"Casual, Indie, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Steam Turn Notifications, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,88,39,699,699,0,2
51335,874140,Othello 2018,"Casual, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,8,12,99,99,0,0
51339,874240,MU Legend,"Action, Adventure, Free to Play, Massively Multiplayer, RPG","Multi-player, Co-op, MMO, Steam Trading Cards, In-App Purchases, Online PvP, Online Co-op, PvP",750000.0,1803,1859,0,0,0,30
51346,874390,The Battle of Polytopia,"Action, Adventure, Casual, Indie, Simulation, Strategy","Multi-player, Single-player, Partial Controller Support, Steam Turn Notifications, Online PvP, Shared/Split Screen PvP, PvP",350000.0,2718,141,1499,1499,0,181
51361,874880,Hat Hunters,"Action, Casual, Free to Play, Indie, Strategy","Multi-player, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,6,5,0,0,0,0
51362,874930,What A Trash Game!,"Casual, Indie, Simulation, Strategy","Multi-player, Single-player, Co-op, Steam Achievements, Steam Leaderboards",10000.0,7,6,699,699,0,0
51374,875340,Dead Mayhem,"Action, Indie","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,7,2,599,599,0,0
51379,875480,Somnium Space VR,"Free to Play, Indie, Massively Multiplayer","Multi-player, Single-player, Co-op, MMO, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",35000.0,41,35,0,0,0,1
51392,875760,Furious Seas,"Action, Indie","Multi-player, Single-player, Co-op, Online PvP, Online Co-op, PvP",10000.0,170,59,1399,1999,30,0
51393,875780,Trivia King,Casual,"Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,2,3,99,99,0,0
51394,875790,The Movie Trivia Challenge,Casual,"Multi-player, Single-player, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,2,0,99,99,0,0
51402,876130,Crazy Farm : VRGROUND,"Casual, Indie, Early Access","Multi-player, Single-player, Co-op, Shared/Split Screen, Cross-Platform Multiplayer, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,9,2,999,999,0,0
51404,876160,Occupy White Walls,"Casual, Free to Play, Indie, Massively Multiplayer, Simulation","Multi-player, Single-player, Co-op, MMO, Steam Cloud, Online Co-op",75000.0,1110,88,0,0,0,1
51411,876260,Top Down Survivor,"Action, Indie, Early Access","Multi-player, Steam Achievements, Steam Leaderboards, Online PvP, PvP",10000.0,9,2,0,0,0,0
51419,876460,CityBattle | Virtual Earth (EU),"Action, Free to Play, Indie","Multi-player, Single-player, Co-op, In-App Purchases, Online PvP, Online Co-op, PvP",35000.0,37,16,0,0,0,0
51420,876470,Tentlan,"Free to Play, Strategy","Multi-player, Single-player, MMO, Cross-Platform Multiplayer, In-App Purchases, Online PvP, PvP",75000.0,57,62,0,0,0,6
51422,876500,HyperDot,"Action, Casual","Multi-player, Single-player, Includes level editor, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, PvP",75000.0,28,5,1999,1999,0,0
51425,876650,Aground,"Adventure, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Cross-Platform Multiplayer, Full controller support, Steam Trading Cards, Steam Workshop, Online Co-op, LAN Co-op",75000.0,1285,67,1499,1499,0,31
51426,876780,Kronorite,"Action, Adventure, Casual, Indie, Strategy","Multi-player, Single-player, Co-op, Stats, Partial Controller Support, Steam Achievements, Steam Cloud, Cross-Platform Multiplayer, Online PvP, Online Co-op, PvP",10000.0,9,1,1199,1199,0,0
51434,876900,Climb,"Action, Free to Play, Indie, Early Access","Multi-player, Partial Controller Support, Online PvP, PvP",150000.0,292,93,0,0,0,0
51436,876930,Fancy Skiing 2: Online,"Casual, Racing, Simulation, Sports","Multi-player, Single-player, Online PvP, PvP",10000.0,13,9,1199,1199,0,0
51439,877010,Beyond Contact,"Action, Adventure, Indie, Early Access","Multi-player, Single-player, Co-op, Partial Controller Support, Steam Achievements, Steam Cloud, Online Co-op",35000.0,242,92,1499,1499,0,20
51444,877150,Gravity Wars,"Action, Indie","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Shared/Split Screen, Shared/Split Screen PvP, Remote Play Together, PvP",35000.0,139,113,299,299,0,0
51447,877200,Zero Caliber VR,"Action, Casual, Indie, Simulation, Early Access","Multi-player, Single-player, Co-op, Steam Cloud, Online Co-op",350000.0,3064,834,1999,2499,20,33
51453,877310,Sumerian Blood: Gilgamesh against the Gods,"Action, Strategy","Multi-player, Single-player, Shared/Split Screen, Online PvP, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,6,1,399,399,0,0
51455,877340,ATMOTECH EPISODE PRAELUDIUM,"Action, Adventure, Indie, RPG, Early Access","Multi-player, Single-player, Co-op, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,1,0,1799,1799,0,0
51465,877610,Cyber Lemur,"Action, Casual, Indie, Racing, Simulation, Sports","Multi-player, Single-player, Co-op, Partial Controller Support, Shared/Split Screen, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,8,1,199,199,0,0
51471,877800,Swimsanity!,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Remote Play on TV, Remote Play Together, PvP",10000.0,16,2,1499,1499,0,0
51474,877850,TribeXR DJ School,"Casual, Indie, Simulation, Strategy, Audio Production, Education, Utilities, Early Access","Multi-player, Single-player",10000.0,160,12,2999,2999,0,5
51475,877870,World Soccer Strikers '91,"Casual, Indie, Sports","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,15,0,599,599,0,0
51479,877980,Hunting fields of Jackals,"Action, Indie, Racing, Early Access","Multi-player, Single-player, Online PvP, PvP",10000.0,10,9,1799,1799,0,0
51481,878030,Trains & Things,"Indie, Strategy, Early Access","Multi-player, Single-player, Co-op, Includes Source SDK, Includes level editor, Cross-Platform Multiplayer, Online PvP, Online Co-op, Remote Play Together, LAN PvP, LAN Co-op, PvP",10000.0,2,0,1999,1999,0,0
51482,878080,Board Battlefield,"Casual, Strategy","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Cross-Platform Multiplayer, Online PvP, Remote Play Together, PvP",10000.0,24,35,199,199,0,0
51485,878110,Fuel Renegades,"Racing, Early Access","Multi-player, Single-player, Shared/Split Screen, Full controller support, Online PvP, Remote Play Together, PvP",10000.0,63,19,0,0,0,1
51492,878240,Adva-lines,"Casual, Strategy","Multi-player, Single-player, Shared/Split Screen, Remote Play Together",10000.0,11,9,699,699,0,0
51500,878330,Whip! Whip!,"Action, Indie","Multi-player, Single-player, Co-op, Steam Achievements, Steam Cloud, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,17,4,999,999,0,0
51503,878380,Touhou Big Big Battle,"Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy","Multi-player, Single-player, Co-op, MMO, In-App Purchases, Online PvP, Online Co-op, PvP",150000.0,3066,714,0,0,0,15
51506,878420,Woodpunk,"Action, Indie","Multi-player, Single-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",35000.0,122,47,1499,1499,0,0
51507,878440,Fantasy Ball,"Indie, Sports","Multi-player, Co-op, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,9,0,299,299,0,0
51516,878620,Neotrie VR,"Indie, Simulation","Multi-player, Single-player, Co-op, Shared/Split Screen PvP, Shared/Split Screen Co-op, Remote Play Together, PvP",10000.0,7,0,0,0,0,0
51530,878940,Collective: the Community Created Card Game,"Free to Play, Indie, Strategy, Early Access","Multi-player, Single-player, Includes level editor, Steam Achievements, In-App Purchases, Online PvP, PvP",10000.0,161,36,0,0,0,5
51534,8790,GTR 2 FIA GT Racing Game,"Racing, Simulation, Sports","Multi-player, Single-player",75000.0,240,20,799,799,0,2
51535,879000,Comanche,"Action, Simulation","Multi-player, Single-player, Partial Controller Support, Steam Achievements, Steam Trading Cards, Online PvP, PvP",10000.0,173,98,1999,1999,0,2
51540,879110,Dragon`s Checkers,"Indie, Strategy","Multi-player, Single-player, Co-op, Online Co-op, LAN Co-op",10000.0,3,2,9999,9999,0,0
51543,879160,Battlerite Royale,"Action, Free to Play, Massively Multiplayer","Multi-player, Single-player, In-App Purchases, Online PvP, PvP",750000.0,5921,2074,0,0,0,30
51547,879270,'1st Core: The Zombie Killing Cyborg',"Action, Indie, RPG","Multi-player, Single-player, Co-op, Steam Achievements, Shared/Split Screen, Shared/Split Screen Co-op, Remote Play Together",10000.0,11,8,99,99,0,0
51556,879530,Thunderbowl,"Action, Casual, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,0,0,499,499,0,0
51560,879650,Stick Arena,"Action, Free to Play, Indie","Multi-player, In-App Purchases, Online PvP, PvP",35000.0,69,46,0,0,0,2
51574,880320,魔装術師アカネ / Magic MechSuit Akane,"Action, Indie, Early Access","Multi-player, Single-player, Partial Controller Support, Online PvP, PvP",10000.0,2,1,299,299,0,0
51577,880380,Franchise Hockey Manager 5,"Indie, Simulation, Sports, Strategy","Multi-player, Single-player, Steam Achievements, Steam Workshop, Online PvP, PvP",10000.0,91,64,1999,1999,0,1
51590,880750,Astra Exodus,"Indie, Strategy","Multi-player, Single-player, Steam Achievements, Steam Cloud, Shared/Split Screen, Steam Workshop, Shared/Split Screen PvP, Remote Play Together, PvP",10000.0,23,26,2999,2999,0,1
51596,880850,War Rock,"Action, Casual, Free to Play, Massively Multiplayer","Multi-player, Co-op, In-App Purchases, Online PvP, Online Co-op, PvP",350000.0,506,370,0,0,0,29
51597,880860,Juan v Juan,"Action, Indie","Multi-player, Online PvP, PvP",10000.0,17,5,499,499,0,0
51600,880940,Pummel Party,"Action, Casual, Indie","Multi-player, Single-player, Steam Achievements, Shared/Split Screen, Full controller support, Online PvP, Shared/Split Screen PvP, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, PvP",3500000.0,35543,4339,1499,1499,0,2170
51605,881060,Fortune and Gloria,"Action, Adventure, Casual, Indie","Multi-player, Single-player, Co-op, Stats, Steam Achievements, Steam Cloud, Shared/Split Screen, Full controller support, Shared/Split Screen Co-op, Remote Play Together",10000.0,4,2,599,599,0,0
